10-07-2023 22:37:42,Laxmi,1,0.0,1.0,0.0,162.0977,243.1842,0.0,243.1089,81.09396,243.2819,0.0,0.0,0.0,0.0,0.0,0.0,50.04618,0.0,0.0,0.0,0.0,0.0,0.0,
10-07-2023 22:37:42,Laxmi,2,0.0,1.0,0.0,162.4249,243.5872,0.0,243.6876,81.39371,244.1811,0.0,0.0,0.0,0.0,0.0,0.0,50.04525,0.0,0.0,0.0,0.0,0.0,0.0,
10-07-2023 22:37:42,Laxmi,3,0.0,1.0,0.0,162.0618,242.8919,0.0,243.2934,80.99224,242.9767,0.0,0.0,0.0,0.0,0.0,0.0,50.04231,0.0,0.0,0.0,0.0,0.0,0.0,
10-07-2023 22:37:42,Laxmi,4,0.0,1.0,0.0,162.2314,243.3944,0.0,243.2997,81.29511,243.8853,0.0,0.0,0.0,0.0,0.0,0.0,50.04156,0.0,0.0,0.0,0.0,0.0,0.0,
10-07-2023 22:37:42,Laxmi,5,0.0,1.0,0.0,161.9376,242.8306,0.0,242.9823,81.21626,243.6488,0.0,0.0,0.0,0.0,0.0,0.0,50.03732,0.0,0.0,0.0,0.0,0.0,0.0,
10-07-2023 22:37:42,Laxmi,6,0.0,1.0,0.0,161.9331,243.0524,0.0,242.747,81.19567,243.587,0.0,0.0,0.0,0.0,0.0,0.0,50.03851,0.0,0.0,0.0,0.0,0.0,0.0,
10-07-2023 22:37:42,Laxmi,7,0.0,1.0,0.0,161.9139,243.1167,0.0,242.6251,81.08372,243.2512,0.0,0.0,0.0,0.0,0.0,0.0,50.03625,0.0,0.0,0.0,0.0,0.0,0.0,
10-07-2023 22:37:42,Laxmi,8,0.0,1.0,0.0,162.0505,243.1047,0.0,243.0467,81.236,243.708,0.0,0.0,0.0,0.0,0.0,0.0,50.0342,0.001539858,0.00162492,0.0,0.001539858,0.0,0.0,
10-07-2023 22:37:42,Laxmi,9,0.0,1.0,0.0,162.2999,243.5299,0.0,243.3697,81.2203,243.6609,0.0,0.0,0.0,0.0,0.0,0.0,50.03088,0.0,0.0,0.0,0.0,0.0,0.0,
10-07-2023 22:37:42,Laxmi,10,0.0,1.0,0.0,161.8798,242.8777,0.0,242.7618,81.11665,243.3499,0.0,0.0,0.0,0.0,0.0,0.0,50.0292,0.0,0.0,0.0,0.0,0.0,0.0,
10-07-2023 22:37:42,Laxmi,11,0.0,1.0,0.0,80.60502,120.8787,120.9363,0.0,81.23888,121.8341,0.0,121.8825,0.0,0.0,0.0,0.0,50.02358,26.85943,26.85958,0.0,25.02162,0.0,2.675628,
10-07-2023 22:37:42,Laxmi,12,0.0,1.0,0.0,161.6048,242.4371,0.0,242.3772,81.09566,243.287,0.0,0.0,0.0,0.0,0.0,0.0,50.02758,0.0,0.0,0.0,0.0,0.0,0.0,
